subregions,years,animal_price,year_id,subregion_id
Northern Europe,1986-1991,22.21,4,2
,1986-1991,32.0,4,5
Southern Europe,1986-1991,34.78,4,1
Southern Europe,1986-1991,94.89,4,1
Western Europe,1986-1991,25.21,4,4
Northern Europe,1986-1991,128.98,4,2
Western Europe,1986-1991,25.91,4,4
Western Europe,1986-1991,9.02,4,4
Western Europe,1986-1991,29.53,4,4
Western Europe,1986-1991,135.17,4,4
Southern Europe,1986-1991,38.64,4,1
Northern Europe,1986-1991,31.07,4,2
Southern Europe,1986-1991,33.14,4,1
Southern Europe,1986-1991,31.82,4,1
Southern Europe,1986-1991,23.72,4,1
Southern Europe,1986-1991,222.62,4,1
Southern Europe,1986-1991,24.09,4,1
Western Europe,1986-1991,138.26,4,4
Western Europe,1986-1991,24.65,4,4
Southern Europe,1986-1991,437.37,4,1
Southern Europe,1986-1991,34.44,4,1
Northern Europe,1986-1991,135.61,4,2
Western Europe,1986-1991,114.16,4,4
Northern Europe,1986-1991,51.71,4,2
Southern Europe,1986-1991,166.35,4,1
Western Europe,1986-1991,190.28,4,4
Western Europe,1986-1991,191.51,4,4
,1986-1991,49.65,4,5
Northern Europe,1986-1991,123.62,4,2
Western Europe,1986-1991,56.92,4,4
Western Europe,1986-1991,68.01,4,4
Southern Europe,1986-1991,64.08,4,1
Western Europe,1986-1991,114.27,4,4
Southern Europe,1986-1991,125.38,4,1
Western Europe,1986-1991,151.13,4,4
,1986-1991,78.83,4,5
,1986-1991,246.48,4,5
Southern Europe,1986-1991,91.18,4,1
Western Europe,1986-1991,288.1,4,4
Northern Europe,1986-1991,120.66,4,2
Western Europe,1986-1991,180.63,4,4
Southern Europe,1986-1991,189.92,4,1
Western Europe,1986-1991,175.21,4,4
Southern Europe,1986-1991,208.76,4,1
Northern Europe,1986-1991,131.39,4,2
Northern Europe,1986-1991,29.51,4,2
Southern Europe,1986-1991,156.08,4,1
Northern Europe,1986-1991,61.72,4,2
Western Europe,1986-1991,112.72,4,4
,1986-1991,164.94,4,5
Western Europe,1986-1991,95.1,4,4
Southern Europe,1986-1991,170.35,4,1
Southern Europe,1986-1991,5.73,4,1
Western Europe,1986-1991,188.48,4,4
,1986-1991,4.78,4,5
Southern Europe,1986-1991,378.83,4,1
Southern Europe,1986-1991,216.34,4,1
Western Europe,1986-1991,6.85,4,4
Northern Europe,1986-1991,108.29,4,2
Northern Europe,1986-1991,132.78,4,2
Southern Europe,1986-1991,7.56,4,1
Western Europe,1986-1991,29.1,4,4
Western Europe,1986-1991,44.52,4,4
Southern Europe,1986-1991,197.34,4,1
Southern Europe,1986-1991,78.35,4,1
Southern Europe,1986-1991,41.28,4,1
Northern Europe,1986-1991,177.57,4,2
Western Europe,1986-1991,81.83,4,4
Southern Europe,1986-1991,49.73,4,1
Northern Europe,1986-1991,68.74,4,2
Western Europe,1986-1991,192.7,4,4
Northern Europe,1986-1991,57.45,4,2
Western Europe,1986-1991,451.22,4,4
Northern Europe,1986-1991,192.19,4,2
Southern Europe,1986-1991,132.67,4,1
Northern Europe,1986-1991,190.2,4,2
Western Europe,1986-1991,163.03,4,4
Western Europe,1986-1991,434.94,4,4
Southern Europe,1986-1991,175.37,4,1
Northern Europe,1986-1991,153.97,4,2
Northern Europe,1986-1991,139.63,4,2
Western Europe,1986-1991,297.93,4,4
Western Europe,1986-1991,119.06,4,4
Southern Europe,1986-1991,942.09,4,1
Western Europe,1986-1991,106.88,4,4
Western Europe,1986-1991,310.57,4,4
Southern Europe,1986-1991,353.24,4,1
Southern Europe,1986-1991,353.24,4,1
Western Europe,1986-1991,145.79,4,4
Western Europe,1986-1991,818.74,4,4
Northern Europe,1986-1991,93.47,4,2
Western Europe,1986-1991,129.86,4,4
,1986-1991,932.23,4,5
Northern Europe,1986-1991,145.09,4,2
Western Europe,1986-1991,315.23,4,4
Western Europe,1986-1991,180.37,4,4
Western Europe,1986-1991,141.72,4,4
Western Europe,1986-1991,425.91,4,4
Western Europe,1986-1991,228.54,4,4
Western Europe,1986-1991,142.68,4,4
Western Europe,1986-1991,381.84,4,4
Southern Europe,1986-1991,186.42,4,1
Northern Europe,1986-1991,318.25,4,2
Western Europe,1986-1991,180.69,4,4
Southern Europe,1986-1991,157.26,4,1
Northern Europe,1986-1991,865.6,4,2
Western Europe,1986-1991,85.17,4,4
Northern Europe,1986-1991,324.07,4,2
Western Europe,1986-1991,341.16,4,4
Western Europe,1986-1991,144.57,4,4
,1986-1991,314.46,4,5
,1986-1991,401.85,4,5
Northern Europe,1986-1991,187.07,4,2
Western Europe,1986-1991,171.7,4,4
Southern Europe,1986-1991,343.32,4,1
Southern Europe,1986-1991,486.13,4,1
Southern Europe,1986-1991,479.96,4,1
,1986-1991,113.53,4,5
Western Europe,1986-1991,183.29,4,4
Southern Europe,1986-1991,926.4,4,1
Southern Europe,1986-1991,814.99,4,1
Southern Europe,1986-1991,397.46,4,1
Western Europe,1986-1991,164.28,4,4
Southern Europe,1986-1991,590.35,4,1
Western Europe,1986-1991,182.45,4,4
Southern Europe,1986-1991,885.52,4,1
,1986-1991,98.11,4,5
,1986-1991,204.35,4,5
,1986-1991,246.77,4,5
Southern Europe,1986-1991,580.86,4,1
Northern Europe,1986-1991,108.93,4,2
Southern Europe,1986-1991,358.6,4,1
,1986-1991,341.45,4,5
Southern Europe,1986-1991,117.03,4,1
Western Europe,1986-1991,130.13,4,4
Western Europe,1986-1991,119.42,4,4
Southern Europe,1986-1991,429.22,4,1
Northern Europe,1986-1991,70.85,4,2
Southern Europe,1986-1991,836.33,4,1
Northern Europe,1986-1991,101.97,4,2
Northern Europe,1986-1991,277.63,4,2
Southern Europe,1986-1991,108.86,4,1
Southern Europe,1986-1991,142.8,4,1
,1986-1991,139.23,4,5
Southern Europe,1986-1991,580.14,4,1
Southern Europe,1986-1991,93.33,4,1
Southern Europe,1986-1991,130.99,4,1
Western Europe,1986-1991,121.15,4,4
Western Europe,1986-1991,240.33,4,4
Northern Europe,1986-1991,290.94,4,2
Northern Europe,1986-1991,326.71,4,2
Western Europe,1986-1991,201.6,4,4
Northern Europe,1986-1991,473.1,4,2
Southern Europe,1986-1991,227.53,4,1
Western Europe,1986-1991,139.52,4,4
Western Europe,1986-1991,304.61,4,4
Western Europe,1986-1991,102.88,4,4
Northern Europe,1986-1991,657.28,4,2
Southern Europe,1986-1991,249.1,4,1
Southern Europe,1986-1991,165.91,4,1
Northern Europe,1986-1991,356.89,4,2
Northern Europe,1986-1991,139.65,4,2
Southern Europe,1986-1991,247.59,4,1
,1986-1991,304.17,4,5
Northern Europe,1986-1991,125.1,4,2
,1986-1991,567.22,4,5
,1986-1991,279.76,4,5
Western Europe,1986-1991,118.27,4,4
Western Europe,1986-1991,238.38,4,4
Northern Europe,1986-1991,135.58,4,2
Western Europe,1986-1991,303.62,4,4
Western Europe,1986-1991,141.65,4,4
Western Europe,1986-1991,112.43,4,4
Southern Europe,1986-1991,133.92,4,1
Western Europe,1986-1991,331.64,4,4
Southern Europe,1986-1991,267.37,4,1
Southern Europe,1986-1991,155.6,4,1
Southern Europe,1986-1991,93.65,4,1
Southern Europe,1986-1991,159.96,4,1
Southern Europe,1986-1991,196.9,4,1
,1986-1991,341.45,4,5
Western Europe,1986-1991,122.28,4,4
Southern Europe,1986-1991,422.52,4,1
Western Europe,1986-1991,441.44,4,4
Western Europe,1986-1991,271.68,4,4
Northern Europe,1986-1991,149.5,4,2
Southern Europe,1986-1991,204.67,4,1
Southern Europe,1986-1991,368.58,4,1
Northern Europe,1986-1991,415.88,4,2
Western Europe,1986-1991,169.04,4,4
Southern Europe,1986-1991,220.88,4,1
Northern Europe,1986-1991,82.75,4,2
Southern Europe,1986-1991,240.92,4,1
Southern Europe,1986-1991,187.71,4,1
Southern Europe,1986-1991,323.67,4,1
Southern Europe,1986-1991,324.79,4,1
Western Europe,1986-1991,265.55,4,4
Northern Europe,1986-1991,156.98,4,2
Western Europe,1986-1991,292.1,4,4
Southern Europe,1986-1991,52.72,4,1
Western Europe,1986-1991,173.29,4,4
Northern Europe,1986-1991,131.52,4,2
Northern Europe,1986-1991,470.87,4,2
Western Europe,1986-1991,203.76,4,4
,1986-1991,181.65,4,5
Southern Europe,1986-1991,267.63,4,1
Northern Europe,1986-1991,319.61,4,2
Southern Europe,1986-1991,169.23,4,1
Western Europe,1986-1991,352.75,4,4
Southern Europe,1986-1991,224.14,4,1
Southern Europe,1986-1991,119.41,4,1
Southern Europe,1986-1991,338.17,4,1
Northern Europe,1986-1991,155.74,4,2
Western Europe,1986-1991,179.47,4,4
Southern Europe,1986-1991,277.73,4,1
Southern Europe,1986-1991,416.19,4,1
Northern Europe,1986-1991,611.16,4,2
Southern Europe,1986-1991,214.5,4,1
Western Europe,1986-1991,234.61,4,4
Western Europe,1986-1991,371.62,4,4
Western Europe,1986-1991,206.95,4,4
Northern Europe,1986-1991,146.57,4,2
Western Europe,1986-1991,413.33,4,4
Southern Europe,1986-1991,156.27,4,1
Southern Europe,1986-1991,362.26,4,1
Western Europe,1986-1991,197.23,4,4
Western Europe,1986-1991,182.85,4,4
Western Europe,1986-1991,255.41,4,4
Western Europe,1986-1991,178.85,4,4
Northern Europe,1986-1991,332.5,4,2
Western Europe,1986-1991,215.24,4,4
Southern Europe,1986-1991,823.66,4,1
,1986-1991,136.24,4,5
Southern Europe,1986-1991,167.94,4,1
Southern Europe,1986-1991,313.39,4,1
Southern Europe,1986-1991,185.88,4,1
Western Europe,1986-1991,383.88,4,4
Western Europe,1986-1991,1445.27,4,4
Western Europe,1986-1991,245.34,4,4
Western Europe,1986-1991,859.75,4,4
Northern Europe,1986-1991,142.06,4,2
Southern Europe,1986-1991,81.51,4,1
Northern Europe,1986-1991,421.47,4,2
Northern Europe,1986-1991,155.74,4,2
Western Europe,1986-1991,1103.9,4,4
Western Europe,1986-1991,299.81,4,4
Northern Europe,1986-1991,97.22,4,2
Southern Europe,1986-1991,181.35,4,1
Northern Europe,1986-1991,301.91,4,2
Southern Europe,1986-1991,284.02,4,1
Northern Europe,1986-1991,188.97,4,2
Southern Europe,1986-1991,260.88,4,1
Western Europe,1986-1991,273.39,4,4
,1986-1991,131.95,4,5
Western Europe,1986-1991,389.08,4,4
Western Europe,1986-1991,107.66,4,4
Western Europe,1986-1991,383.46,4,4
Western Europe,1986-1991,389.99,4,4
Western Europe,1986-1991,175.0,4,4
Western Europe,1986-1991,316.08,4,4
Western Europe,1986-1991,230.28,4,4
Western Europe,1986-1991,180.31,4,4
Western Europe,1986-1991,8.74,4,4
Southern Europe,1986-1991,69.63,4,1
Northern Europe,1986-1991,25.25,4,2
Western Europe,1986-1991,446.88,4,4
Southern Europe,1986-1991,368.6,4,1
Southern Europe,1986-1991,37.06,4,1
Northern Europe,1986-1991,5.21,4,2
Southern Europe,1986-1991,99.51,4,1
Southern Europe,1986-1991,31.04,4,1
,1986-1991,206.87,4,5
Northern Europe,1986-1991,103.55,4,2
Western Europe,1986-1991,174.36,4,4
Northern Europe,1986-1991,309.25,4,2
Western Europe,1986-1991,344.07,4,4
Western Europe,1986-1991,883.79,4,4
Southern Europe,1986-1991,70.68,4,1
Western Europe,1986-1991,4.64,4,4
Western Europe,1986-1991,98.99,4,4
Western Europe,1986-1991,6.97,4,4
Northern Europe,1986-1991,427.4,4,2
Northern Europe,1986-1991,375.65,4,2
Southern Europe,1986-1991,325.16,4,1
Southern Europe,1986-1991,218.37,4,1
,1986-1991,172.61,4,5
Southern Europe,1986-1991,8.04,4,1
Northern Europe,1986-1991,475.59,4,2
Southern Europe,1986-1991,66.29,4,1
Western Europe,1986-1991,339.38,4,4
,1986-1991,161.04,4,5
Western Europe,1986-1991,3.32,4,4
Southern Europe,1986-1991,6.71,4,1
Western Europe,1986-1991,174.4,4,4
Northern Europe,1986-1991,5.46,4,2
Western Europe,1986-1991,117.25,4,4
Western Europe,1986-1991,195.72,4,4
Southern Europe,1986-1991,273.94,4,1
Southern Europe,1986-1991,213.65,4,1
Southern Europe,1986-1991,88.53,4,1
Northern Europe,1986-1991,131.07,4,2
,1986-1991,115.64,4,5
Southern Europe,1986-1991,47.54,4,1
Southern Europe,1986-1991,266.89,4,1
Western Europe,1986-1991,145.18,4,4
Southern Europe,1986-1991,30.47,4,1
Northern Europe,1986-1991,296.04,4,2
Western Europe,1986-1991,241.6,4,4
Western Europe,1986-1991,289.8,4,4
Northern Europe,1986-1991,210.34,4,2
Western Europe,1986-1991,408.3,4,4
Southern Europe,1986-1991,164.59,4,1
,1986-1991,138.34,4,5
Southern Europe,1986-1991,123.12,4,1
Southern Europe,1986-1991,167.15,4,1
Western Europe,1986-1991,402.53,4,4
Northern Europe,1986-1991,370.39,4,2
Southern Europe,1986-1991,831.02,4,1
,1986-1991,134.49,4,5
Western Europe,1986-1991,93.58,4,4
Southern Europe,1986-1991,173.44,4,1
Southern Europe,1986-1991,105.85,4,1
Northern Europe,1986-1991,519.96,4,2
Northern Europe,1986-1991,367.47,4,2
,1986-1991,339.65,4,5
,1986-1991,184.17,4,5
Southern Europe,1986-1991,180.31,4,1
Western Europe,1986-1991,143.17,4,4
Northern Europe,1986-1991,429.86,4,2
Southern Europe,1986-1991,108.82,4,1
Western Europe,1986-1991,315.37,4,4
Northern Europe,1986-1991,119.35,4,2
Southern Europe,1986-1991,140.26,4,1
Southern Europe,1986-1991,185.11,4,1
Southern Europe,1986-1991,198.44,4,1
Western Europe,1986-1991,381.87,4,4
,1986-1991,194.45,4,5
Southern Europe,1986-1991,369.18,4,1
Southern Europe,1986-1991,331.37,4,1
Northern Europe,1986-1991,111.88,4,2
Southern Europe,1986-1991,112.49,4,1
Southern Europe,1986-1991,411.92,4,1
Northern Europe,1986-1991,209.38,4,2
Southern Europe,1986-1991,132.81,4,1
Northern Europe,1986-1991,172.19,4,2
Northern Europe,1986-1991,341.7,4,2
Southern Europe,1986-1991,342.3,4,1
Western Europe,1986-1991,352.86,4,4
Western Europe,1986-1991,335.26,4,4
Western Europe,1986-1991,224.12,4,4
Southern Europe,1986-1991,341.03,4,1
Northern Europe,1986-1991,226.07,4,2
Western Europe,1986-1991,226.49,4,4
Western Europe,1986-1991,183.37,4,4
Western Europe,1986-1991,130.61,4,4
,1986-1991,337.5,4,5
Western Europe,1986-1991,222.71,4,4
Southern Europe,1986-1991,364.44,4,1
Southern Europe,1986-1991,297.96,4,1
Western Europe,1986-1991,147.14,4,4
Western Europe,1986-1991,440.95,4,4
Northern Europe,1986-1991,359.19,4,2
Southern Europe,1986-1991,353.21,4,1
Western Europe,1986-1991,304.35,4,4
Northern Europe,1986-1991,59.49,4,2
Western Europe,1986-1991,123.74,4,4
Western Europe,1986-1991,342.75,4,4
Western Europe,1986-1991,45.56,4,4
Southern Europe,1986-1991,56.31,4,1
,1986-1991,290.82,4,5
Southern Europe,1986-1991,217.57,4,1
Western Europe,1986-1991,320.09,4,4
Southern Europe,1986-1991,45.75,4,1
Southern Europe,1986-1991,428.01,4,1
Southern Europe,1986-1991,116.14,4,1
Southern Europe,1986-1991,6.47,4,1
,1986-1991,137.06,4,5
Southern Europe,1986-1991,629.8,4,1
Southern Europe,1986-1991,85.52,4,1
Northern Europe,1986-1991,131.54,4,2
Northern Europe,1986-1991,345.72,4,2
Western Europe,1986-1991,109.97,4,4
,1986-1991,375.19,4,5
Northern Europe,1986-1991,84.7,4,2
,1986-1991,4.24,4,5
Southern Europe,1986-1991,626.57,4,1
Western Europe,1986-1991,256.33,4,4
Southern Europe,1986-1991,6.13,4,1
Northern Europe,1986-1991,8.17,4,2
Western Europe,1986-1991,5.89,4,4
Northern Europe,1986-1991,65.17,4,2
Western Europe,1986-1991,112.47,4,4
Northern Europe,1986-1991,144.63,4,2
Southern Europe,1986-1991,360.1,4,1
Southern Europe,1986-1991,206.61,4,1
Southern Europe,1986-1991,203.49,4,1
Southern Europe,1986-1991,492.74,4,1
Northern Europe,1986-1991,32.1,4,2
Southern Europe,1986-1991,396.44,4,1
,1986-1991,246.45,4,5
Southern Europe,1986-1991,568.79,4,1
Southern Europe,1986-1991,158.0,4,1
Western Europe,1986-1991,287.83,4,4
Southern Europe,1986-1991,360.1,4,1
Northern Europe,1986-1991,147.42,4,2
Western Europe,1986-1991,127.46,4,4
,1986-1991,313.09,4,5
Southern Europe,1986-1991,65.39,4,1
Western Europe,1986-1991,57.57,4,4
,1986-1991,51.27,4,5
Northern Europe,1986-1991,107.15,4,2
Western Europe,1986-1991,194.27,4,4
Northern Europe,1986-1991,155.57,4,2
Western Europe,1986-1991,329.25,4,4
Southern Europe,1986-1991,34.68,4,1
Western Europe,1986-1991,425.47,4,4
Western Europe,1986-1991,311.02,4,4
Northern Europe,1986-1991,55.79,4,2
Southern Europe,1986-1991,523.35,4,1
Western Europe,1986-1991,276.32,4,4
Western Europe,1986-1991,158.03,4,4
Southern Europe,1986-1991,150.84,4,1
Southern Europe,1986-1991,73.02,4,1
Southern Europe,1986-1991,254.16,4,1
Western Europe,1986-1991,126.9,4,4
Southern Europe,1986-1991,140.2,4,1
Western Europe,1986-1991,649.83,4,4
Western Europe,1986-1991,78.77,4,4
Southern Europe,1986-1991,63.69,4,1
Western Europe,1986-1991,80.99,4,4
Western Europe,1986-1991,111.84,4,4
Northern Europe,1986-1991,68.79,4,2
Northern Europe,1986-1991,131.8,4,2
Southern Europe,1986-1991,160.65,4,1
Southern Europe,1986-1991,127.7,4,1
,1986-1991,125.92,4,5
Southern Europe,1986-1991,182.75,4,1
Southern Europe,1986-1991,295.02,4,1
Southern Europe,1986-1991,64.74,4,1
Northern Europe,1986-1991,94.68,4,2
Western Europe,1986-1991,158.49,4,4
Western Europe,1986-1991,131.02,4,4
Southern Europe,1986-1991,418.43,4,1
Southern Europe,1986-1991,285.89,4,1
Southern Europe,1986-1991,365.72,4,1
Southern Europe,1986-1991,211.64,4,1
,1986-1991,565.79,4,5
Southern Europe,1986-1991,103.14,4,1
Southern Europe,1986-1991,195.26,4,1
Western Europe,1986-1991,183.05,4,4
Western Europe,1986-1991,187.9,4,4
Southern Europe,1986-1991,106.11,4,1
Southern Europe,1986-1991,135.51,4,1
Southern Europe,1986-1991,129.93,4,1
Southern Europe,1986-1991,478.63,4,1
Southern Europe,1986-1991,140.2,4,1
Northern Europe,1986-1991,163.46,4,2
Western Europe,1986-1991,110.0,4,4
Western Europe,1986-1991,241.36,4,4
Western Europe,1986-1991,146.55,4,4
Northern Europe,1986-1991,122.48,4,2
Southern Europe,1986-1991,94.49,4,1
Western Europe,1986-1991,123.97,4,4
Western Europe,1986-1991,82.0,4,4
Northern Europe,1986-1991,108.57,4,2
,1986-1991,255.27,4,5
Northern Europe,1986-1991,91.78,4,2
,1986-1991,93.8,4,5
Western Europe,1986-1991,400.2,4,4
Northern Europe,1986-1991,151.79,4,2
Southern Europe,1986-1991,114.51,4,1
Southern Europe,1986-1991,782.08,4,1
,1986-1991,74.52,4,5
Southern Europe,1986-1991,92.61,4,1
Western Europe,1986-1991,113.93,4,4
Western Europe,1986-1991,162.07,4,4
Southern Europe,1986-1991,393.97,4,1
Southern Europe,1986-1991,142.97,4,1
Southern Europe,1986-1991,335.71,4,1
Southern Europe,1986-1991,183.14,4,1
Western Europe,1986-1991,290.63,4,4
Northern Europe,1986-1991,177.76,4,2
Northern Europe,1986-1991,153.3,4,2
Northern Europe,1986-1991,189.27,4,2
Western Europe,1986-1991,159.03,4,4
Southern Europe,1986-1991,198.14,4,1
Southern Europe,1986-1991,814.79,4,1
Western Europe,1986-1991,176.41,4,4
Southern Europe,1986-1991,215.34,4,1
Western Europe,1986-1991,177.56,4,4
Southern Europe,1986-1991,403.16,4,1
Southern Europe,1986-1991,266.25,4,1
Southern Europe,1986-1991,185.64,4,1
Northern Europe,1986-1991,159.59,4,2
Western Europe,1986-1991,196.6,4,4
Northern Europe,1986-1991,131.55,4,2
,1986-1991,131.06,4,5
Southern Europe,1986-1991,211.92,4,1
Southern Europe,1986-1991,210.53,4,1
Northern Europe,1986-1991,315.94,4,2
,1986-1991,401.75,4,5
Western Europe,1986-1991,132.2,4,4
Northern Europe,1986-1991,172.46,4,2
Western Europe,1986-1991,108.49,4,4
Western Europe,1986-1991,178.75,4,4
Western Europe,1986-1991,180.4,4,4
Northern Europe,1986-1991,135.07,4,2
Southern Europe,1986-1991,276.53,4,1
Northern Europe,1986-1991,722.03,4,2
Southern Europe,1986-1991,218.57,4,1
,1986-1991,178.17,4,5
Western Europe,1986-1991,145.87,4,4
Western Europe,1986-1991,141.15,4,4
Western Europe,1986-1991,88.07,4,4
Western Europe,1986-1991,134.25,4,4
Western Europe,1986-1991,182.07,4,4
Southern Europe,1986-1991,106.26,4,1
Southern Europe,1986-1991,63.31,4,1
Northern Europe,1986-1991,142.24,4,2
Western Europe,1986-1991,123.41,4,4
Western Europe,1986-1991,166.56,4,4
Southern Europe,1986-1991,365.92,4,1
Northern Europe,1986-1991,143.15,4,2
Western Europe,1986-1991,147.32,4,4
Northern Europe,1986-1991,122.22,4,2
Southern Europe,1986-1991,168.61,4,1
Southern Europe,1986-1991,192.83,4,1
Western Europe,1986-1991,207.35,4,4
Western Europe,1986-1991,414.93,4,4
Western Europe,1986-1991,194.64,4,4
Northern Europe,1986-1991,149.01,4,2
Western Europe,1986-1991,190.56,4,4
Western Europe,1986-1991,197.08,4,4
Southern Europe,1986-1991,238.14,4,1
Southern Europe,1986-1991,462.1,4,1
,1986-1991,194.45,4,5
Northern Europe,1986-1991,137.98,4,2
Southern Europe,1986-1991,176.38,4,1
Northern Europe,1986-1991,132.14,4,2
Western Europe,1986-1991,107.55,4,4
Northern Europe,1986-1991,101.24,4,2
Western Europe,1986-1991,943.89,4,4
Northern Europe,1986-1991,25.04,4,2
Southern Europe,1986-1991,34.69,4,1
Western Europe,1986-1991,1086.36,4,4
Western Europe,1986-1991,480.34,4,4
Western Europe,1986-1991,124.23,4,4
Western Europe,1986-1991,207.49,4,4
Western Europe,1986-1991,28.81,4,4
,1986-1991,31.42,4,5
Southern Europe,1986-1991,30.37,4,1
Western Europe,1986-1991,1568.82,4,4
Western Europe,1986-1991,26.93,4,4
Southern Europe,1986-1991,1246.2,4,1
Northern Europe,1986-1991,163.81,4,2
Western Europe,1986-1991,31.06,4,4
Western Europe,1986-1991,26.46,4,4
Southern Europe,1986-1991,1028.42,4,1
Western Europe,1986-1991,30.57,4,4
Western Europe,1986-1991,125.47,4,4
Northern Europe,1986-1991,31.31,4,2
Southern Europe,1986-1991,26.16,4,1
Southern Europe,1986-1991,28.15,4,1
Western Europe,1986-1991,288.2,4,4
Western Europe,1986-1991,25.38,4,4
Northern Europe,1986-1991,141.86,4,2
Northern Europe,1986-1991,159.59,4,2
Northern Europe,1986-1991,24.44,4,2
Northern Europe,1986-1991,167.65,4,2
Southern Europe,1986-1991,163.02,4,1
Southern Europe,1986-1991,34.62,4,1
Southern Europe,1986-1991,168.26,4,1
Northern Europe,1986-1991,589.0,4,2
Western Europe,1986-1991,29.2,4,4
Southern Europe,1986-1991,259.3,4,1
,1986-1991,33.7,4,5
Northern Europe,1986-1991,24.56,4,2
,1986-1991,178.17,4,5
Western Europe,1986-1991,27.31,4,4
Western Europe,1986-1991,253.27,4,4
Western Europe,1986-1991,31.24,4,4
Western Europe,1986-1991,141.29,4,4
Western Europe,1986-1991,292.05,4,4
Northern Europe,1986-1991,33.33,4,2
Southern Europe,1986-1991,24.95,4,1
Western Europe,1986-1991,282.54,4,4
Southern Europe,1986-1991,26.95,4,1
Northern Europe,1986-1991,904.23,4,2
Northern Europe,1986-1991,74.76,4,2
Western Europe,1986-1991,190.64,4,4
Northern Europe,1986-1991,879.24,4,2
Western Europe,1986-1991,470.91,4,4
Northern Europe,1986-1991,220.01,4,2
